Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
CAN,21.904333092674996,10.334914811346383,4.935821658705453,3.1197435729841225,1.8700516374007117,0.8762968660056281,0.09596035981298645,0.0908827745691096,0.08629360216628366,0.08187707731473151,0.07707128924443735,0.07166103915370509,0.06598466438114843,0.0604835469815184,0.055156790534355495,0.049907368945195776,0.0451800537588947,0.060701974387973964,0.061170711777733394,0.061582294368498464,0.06193897689551925,0.06225837735703079,0.06253614321530697,0.06276447977634228,0.06294463422877387,0.06307733733086,0.06315215471303046
USA,230.94867424049994,108.92451182190153,51.973032452101954,32.796168267648355,19.590448985458607,9.083082403442347,0.8268934269210472,0.7770940267432389,0.7336188183388822,0.6936379560492074,0.6515649920451992,0.6049302605075163,0.5565603465715285,0.5103485788527544,0.4667772025521018,0.42509680861733384,0.38799317786181586,0.5253509260009472,0.5331099444741517,0.540072591587541,0.5462291780274634,0.5517012930101125,0.556426181597175,0.560321401532822,0.5634026555928323,0.5656708464573432,0.5669454032049287
MEX,24.529074867449996,11.630853826496974,5.615468138120884,3.613502820711729,2.242612536125534,1.152980388040229,0.29644368251967157,0.2740237539474497,0.25358850678776546,0.23478861387019,0.21612470997969943,0.19700821545768737,0.17820321382024612,0.16077013944521001,0.1448682551443401,0.130228416882481,0.11739465819632199,0.15689053978872025,0.1571909445731521,0.15746935142222504,0.15772077347276023,0.15794266645394178,0.158132578184162,0.1582901280421866,0.15841435611578297,0.15850599292288461,0.15855728306309244
RCAM,12.945118019849998,6.15706122806905,2.992268023774162,1.9458019554181547,1.2313701867915339,0.6637716766263356,0.21752207863814033,0.20069215029493162,0.18540307230786227,0.17133124801606942,0.15731709217064427,0.14292504205130543,0.12881412732096814,0.11582523842346515,0.10402575148683811,0.09317668142007421,0.08366845604511881,0.11137184615745192,0.11115531155129345,0.11096445371976549,0.11079868424941282,0.11065041685921075,0.11052157425333513,0.11041547652333568,0.11033189682125259,0.1102702348290813,0.1102354841425521
BRA,67.54125410325,31.931055246277065,15.313923880213217,9.743740534504655,5.914225031905524,2.865957996052221,0.4674720617207092,0.4274382657680419,0.39091285089892974,0.3570934723463543,0.32359078538567804,0.2896615787602402,0.2569448744728711,0.22729388838019315,0.20084500545984857,0.17704489297088138,0.15637357364990162,0.20448409131278378,0.20048295121041834,0.19690002090046432,0.19373866902534587,0.19092702859066157,0.18849690074775452,0.1864940350281731,0.18491115969654198,0.18374460155522357,0.18308910258395597
RSAM,59.236843617,28.03055863880522,13.472508664631846,8.605427633210166,5.265220635384069,2.6090672083082946,0.5212404774792379,0.48257762068483784,0.4472106032498061,0.41420969091556853,0.3807985930994511,0.34600494847323027,0.3116177156363423,0.2798211729248259,0.25084409448848344,0.22415279948273995,0.20074539642798375,0.2664878098955139,0.2652746737381898,0.2641885804432301,0.26323093131366315,0.2623789494424592,0.2616418120004323,0.2610353807141759,0.2605550686999306,0.26020158294864343,0.26000338241609733
NAF,24.973946354699997,11.889284822287287,5.7920277863414125,3.783341553160575,2.416152932073486,1.3324850765777685,0.48253938968062676,0.4497445906929309,0.41912922217916837,0.38993862131022555,0.3597470774113506,0.32782325119047956,0.2961245282865233,0.2668826898815509,0.24020387746048094,0.2154836551049342,0.19374730902766027,0.2582793592406821,0.2581700943798895,0.25807321018053625,0.2579911230867681,0.257915611091274,0.25785170710173716,0.2577975877960059,0.25775599349197753,0.2577243124068072,0.2577076654012246
WAF,77.79898867499999,37.00912648814979,18.035586893449356,11.82724101525409,7.64593341724787,4.371273047033995,1.8400679554356176,1.7967612402910118,1.7503787469471337,1.7000035086942449,1.6349884012093592,1.5504572856500647,1.45396110428605,1.3561798435451877,1.2591408330083034,1.1618875623238605,1.0738281409550363,1.472613526569124,1.5124645854023748,1.548180203223917,1.5797304339181126,1.6077819905351827,1.6320250455097463,1.6519954739476177,1.667795176621646,1.6794321403464159,1.685961204931835
EAF,12.139810711649998,5.95802431162343,3.112287674789574,2.2749823723507454,1.7561352455765975,1.37169304697456,1.0919167834341608,1.0588406956422827,1.0250148362358682,0.9891271904352831,0.9451987495244226,0.8908070450980966,0.8303105468715889,0.7697437615365983,0.7102633266530677,0.6513205855467731,0.598167244440591,0.8152147809431107,0.8324797950657585,0.8479307617023454,0.8615642624383383,0.8736906057650679,0.8841697734835007,0.8928057342586916,0.8996360724904793,0.9046648847109018,0.9074910862582628
SAF,21.714823833525,10.257444495733012,4.910853182587539,3.1160827801973507,1.8817489849721818,0.899699421719048,0.12779117327513287,0.11849205671956706,0.11007306739273023,0.10216067778761163,0.09400898669208758,0.08537027119914449,0.07677770130351762,0.0688331048826714,0.06155014956200435,0.05477143378471914,0.048800128866323754,0.06444799036863177,0.06384085424494072,0.06329196161251119,0.0628034063887813,0.06237028170941738,0.061997184422580884,0.06168923463637609,0.06144557922877423,0.06126615348112887,0.06116527908752201
